id,customer_id,order_date,status,total_amount,shipping_address,created_at
01dc5a70-c8ad-40d0-9d2c-54986c31766e,004ab54a-9610-4e8e-9663-6e47b7e54d16,2024-07-27,processing,79.96,4 Sunfield Center,2026-03-29
fb0bb31e-b4d3-457a-bcfc-ed0234e3cbf3,f7f03566-8095-49b0-90f1-a0e57ee5cfb8,2025-07-29,pending,4560.18,7344 Truax Crossing,2026-04-04
28033cbe-51a0-46c8-a2dc-50252c744679,c18aef73-8c3c-4aee-8f6d-59f8047143f7,2025-02-05,shipped,437.83,404 Arkansas Crossing,2026-03-23
5ca86c84-9462-435e-b7e2-b1a3498a1b7d,1157d44c-c15f-4cd6-92e3-a7d41ad50795,2026-04-23,shipped,1928.74,37981 Nobel Court,2025-09-08
5246d3a8-195a-4ebe-934f-a62254a07a9b,a1e434c4-de1e-44be-8259-aeafe27c93ca,2023-03-13,pending,7809.88,08725 Anniversary Circle,2025-06-26
329271a6-5448-4f1d-85b5-8234141094b9,5b4a1178-2331-4efc-a955-ce64279dd5be,2023-05-17,pending,8032.59,87 South Place,2025-11-17
7647713b-aed9-4db4-be60-af5a720be908,a781e728-0525-438f-bcff-16a8897e2424,2023-10-04,pending,6922.07,21579 Montana Crossing,2026-04-02
6c645596-25e9-4ccd-8564-e7cdb4f2b59b,fe4775a8-95aa-4659-a40f-c492ae9e62a2,2023-08-20,pending,3693.55,3 Lawn Circle,2026-05-08
3e3afb5d-8ee4-4e1c-8db1-e87b8dfe2636,937ae2ce-9f3d-4293-8be5-b717e7c555e5,2025-11-05,processing,28.24,981 Forest Run Terrace,2025-10-07
233b0906-ad89-4d07-9da2-1670be89cb44,c200b8a6-2980-476f-aa96-9ba56027f3e7,2024-10-24,pending,7375.09,8 Bellgrove Circle,2025-07-08
715aa0de-054a-45c8-bf93-0ed7f7d8fcb7,d4e3c6b7-e1df-4707-a014-d6ce36465bf4,2025-10-20,refunded,582.61,3 Golden Leaf Center,2025-09-20
1d55ff89-b504-4c83-9629-2045e0ad61cc,196171df-8dec-4f1b-b793-489a5c19ceb3,2024-08-08,paid,2233.74,7960 Derek Lane,2026-01-23
865f30da-b21c-461f-a33f-449021e45b51,751af225-a19f-41be-8388-ab5805dfda09,2024-06-25,pending,3107.06,9 Aberg Hill,2026-02-24
62df86d5-c27c-4750-a361-1e68de1b4dc3,6acede11-6fae-49da-ba70-5e4ffcbf17da,2024-08-12,paid,5182.06,4 Holmberg Way,2026-04-25
24540d78-0fcc-4711-85a5-f4917b2ac8fe,6acede11-6fae-49da-ba70-5e4ffcbf17da,2026-03-18,shipped,6720.86,32488 Hintze Terrace,2025-07-30
5f818351-a3a9-45f3-acd9-4448837920c2,fa8a0f04-93ab-4af2-bab1-529f34c8a4d8,2024-07-05,refunded,2341.53,566 Cordelia Trail,2025-07-28
c213e45d-2c3e-43bf-a3a9-0ca6e18d83b9,80ad0385-7453-4c83-9754-5fb154e7810c,2024-09-14,processing,196.88,590 Arizona Drive,2025-11-30
90b9107b-9fbf-47d3-87c9-559d3bd22f37,8790a238-2b65-4d55-8905-b11c6274c892,2025-10-20,shipped,6939.76,10113 Mariners Cove Way,2026-05-23
dbee54f2-7e0d-468d-8424-4ae9eca97974,c795e7fa-5569-430b-b306-646e379ad45d,2024-06-18,refunded,3790.95,3 Lien Terrace,2025-12-29
0d867c97-fd57-4b80-9de7-b25f204dee65,e99d3dbc-c6cf-4955-a1e5-9cba159e4b7f,2026-04-01,pending,3727.52,7236 Sutteridge Street,2025-12-06
bd229101-d1f2-45cc-9efe-2e9fee7abdf6,bfb7ef2d-0976-47f3-91d8-f27237862868,2024-10-02,delivered,4726.66,48 Golden Leaf Plaza,2026-01-26
373e58a2-dd81-4ecc-b9aa-c4c2a589d8b7,70a6e763-7596-4ff3-aafa-b48f82dbd2a3,2024-04-08,processing,9173.67,833 5th Center,2026-02-11
92f674bb-5d7b-466d-92de-4fabdc61e7d9,a173b17d-6ba7-4c7b-8386-0a719ec57f63,2026-05-10,shipped,6823.57,4 Reinke Parkway,2025-11-15
629d74b5-654f-4043-ab09-58e5b9d26b37,f266248d-9049-454d-aa6a-f46bf624f726,2026-05-23,processing,6650.15,92 Dunning Alley,2026-04-22
d827417b-6512-49cf-a7ad-10a2fcc29b2a,6a9f232a-2435-4f44-b520-c97f007db626,2026-04-10,shipped,7711.55,7294 Gerald Park,2025-05-30
6360b11a-6d97-4933-9928-16f3af47d1fd,2af905c9-343a-4971-bb8a-679a0e3bf74e,2025-05-16,delivered,6172.32,9 Anhalt Avenue,2025-08-25
54286953-4d1b-47b1-99fd-d844b6779b53,e0a11240-0a54-48b1-9828-2b50e26d318a,2025-08-06,refunded,8812.47,8 Manley Center,2026-01-10
8e071ea4-0e0e-405b-b5d2-418821382b8b,7b8328bc-503b-47e1-a275-6541c3a93877,2023-11-28,delivered,7178.62,48 Vidon Park,2026-01-31
b5ccb048-692f-47b8-88bd-26f1455fc4bd,2ff9349a-5403-4864-9312-cba71ece6eba,2026-04-23,canceled,6317.41,35173 Farwell Way,2025-12-05
d9125180-c5d5-483d-b170-5f6c3da6fe36,76011f43-adac-4251-b107-afeb61c7e342,2026-05-23,pending,4430.34,694 Heath Terrace,2025-10-18
99a9966a-7cd9-42b6-92b0-ed4d2145df42,368b568d-2705-4ff9-a79e-f39dc763da2d,2024-11-04,processing,7732.12,16218 Little Fleur Plaza,2026-05-14
b2359767-cb87-4ee9-805b-42815b3fb29d,44d8cc4b-23a5-4db2-8410-32b6e8f37dd0,2025-04-29,delivered,2000.07,4817 Portage Way,2025-06-12
0fd97f66-cddd-47c3-84a5-c198363c7ceb,4208379b-0fa0-45ae-91b8-53b668154473,2023-09-18,refunded,7400.96,2281 Hovde Crossing,2025-12-31
cef7ad7d-3aa1-4b7f-8406-d388d82b0479,9acaa462-21f1-4798-b8cc-4377a58ef711,2025-12-08,refunded,7044.18,8 Mccormick Place,2025-12-27
97e84fc5-308f-40e9-b8bc-9ad5f1aaf564,27e29a9b-8f58-40cb-89ca-1509ff240eff,2025-01-19,refunded,2634.95,19113 Spohn Park,2025-10-07
96c8249c-08cc-420a-9615-a574a023d05f,1be1a7b2-5648-496b-8ef4-192de32fa04f,2024-02-11,paid,986.85,8050 American Drive,2026-01-20
8e0c3cb5-22bf-4890-8854-ab6f2f79b96b,68750447-c6e5-4cec-a6d1-ab49494f752b,2025-12-24,refunded,8119.49,3 Tony Park,2025-07-15
fb66f12f-1b66-4db6-b0e4-d026d6a74fb7,4fcc008e-3099-46ef-bbb6-50156d546b57,2023-08-17,shipped,5922.66,9898 Graedel Road,2026-05-21
ea27b43d-3ac1-402f-be58-d6058a1841c5,b729ab88-0d32-451d-9cfd-bfcaa595f741,2024-07-29,canceled,2393.81,64858 Fair Oaks Lane,2025-10-05
aecc5640-50ca-4b17-8f7d-6b1d001ed5e3,746f1d81-b861-40fd-87be-55ad2af607ec,2023-02-04,shipped,6534.49,88437 Village Green Lane,2025-10-20
56f246ff-445b-4065-b2b8-4e4f9fdf17e6,53e6f1f6-6d11-4381-8bb4-b7a4dd8c5aa0,2025-12-30,refunded,372.95,9 Veith Court,2026-04-13
fbd1ccab-02fb-437f-a036-51e04ce90b80,4f0973f8-f805-48a8-be58-f1780c700ff3,2025-04-06,processing,4474.66,59601 Daystar Avenue,2025-09-13
4d5955f6-ac6a-4131-a816-5d523afad5af,697c1336-71c1-4088-8dba-a0170826915d,2025-10-21,pending,1606.80,4353 Luster Parkway,2025-12-06
5e81fddd-8ad6-4c85-b28d-46707f5a7448,eae2751a-b873-4e36-abce-5fe5a70d9b97,2025-08-07,shipped,6272.94,971 Burning Wood Lane,2026-01-17
38ffe759-abd6-4dc1-836a-9446f7391038,e11a4bc8-5433-49cf-a0b8-503407316031,2024-08-09,pending,3689.09,254 Meadow Ridge Alley,2025-08-26
c9828d28-f6e7-475f-aa5b-39f8c9c3ed55,aa712226-28f0-49fc-83e0-23843c29fe4c,2023-12-10,processing,7936.27,25554 Stone Corner Junction,2026-01-17
90eb6a55-e970-40d2-99e8-8940a8cebc2e,4b308938-ebd8-49ac-89df-31da1e0c0891,2024-05-24,paid,9602.88,5503 Chive Place,2026-04-14
8f62035d-1891-4785-b495-04894a7ebe6c,78e824c1-5bca-42fc-a6f2-3e15f114b110,2025-09-14,delivered,5859.85,326 Spaight Alley,2026-04-13
8b7afdd7-d356-47aa-a627-3e1fce927bb8,2653a148-bdc6-442f-a1cb-48f314a5df5d,2024-03-01,pending,2877.59,96 Sutherland Terrace,2025-07-31
1f0c447a-da79-4c60-81e8-c34bce3964f3,49ab5d24-a86f-4950-af6e-b559a0a64975,2023-02-05,refunded,3670.62,92226 Morrow Park,2026-01-30
5d8efda8-a5e2-4048-b984-2e4f734fc4df,539a46a7-6263-4edb-8df7-6aed11747181,2026-03-02,canceled,3960.57,7090 Hauk Drive,2026-02-02
1f6faf77-d7c4-443b-8956-38ae1b97705d,2bcb1777-49b8-4484-bf8a-dccff6f4a48e,2024-11-24,paid,9902.86,55 6th Park,2025-06-24
2de7a25a-f93b-4c96-ad57-fc1a9fe26081,2457b458-0467-453b-9835-87cfe9d23ef3,2025-05-14,delivered,944.37,47 Kipling Avenue,2026-04-11
14a8d603-c1ab-453c-a100-180da80bb805,a1e40a42-0215-4057-b87b-bf419248d060,2023-03-30,pending,491.55,7 Del Mar Trail,2026-03-08
f397e080-5129-446c-b87f-3493b5f94e60,2f905cb6-8727-4d3e-8f5e-75b19d7b0b55,2023-07-13,paid,2433.71,60967 Mccormick Place,2026-03-18
583b6b43-ea95-471d-b117-0696db331f24,020a2ac1-d0e7-4ef5-8b21-f9e2661b0564,2025-12-28,refunded,8034.37,65 Londonderry Court,2026-03-30
c9cc0581-9ddd-403d-bfd2-2e9489deb9d8,6a373ca4-d05e-4005-8395-798c28270b98,2025-04-18,processing,3790.72,04117 Bayside Road,2025-08-31
a6776e97-0646-4707-9b42-8043640d8654,c0a23d7a-428f-4513-9719-0d8097abebec,2023-07-27,shipped,8339.68,4368 Fieldstone Plaza,2025-09-30
99cd94ca-1dc3-4db2-bee5-effaf020bfba,eae2751a-b873-4e36-abce-5fe5a70d9b97,2025-03-25,paid,6155.78,28 Logan Way,2025-06-18
3449dc70-62fd-4efb-8c66-f315cf287e95,2efb7aa5-d06c-4807-93b4-f19557c5542e,2025-07-10,paid,8496.51,2564 Waywood Park,2026-02-13
e9f49e10-f49c-4efe-b900-a7bf3f9fa042,f09bda49-3f66-4462-9e5f-36e784e9683f,2025-03-27,delivered,3396.87,3244 Gulseth Park,2025-09-06
bd57b605-ef15-4a3f-8c61-58c0acfb390f,a1e434c4-de1e-44be-8259-aeafe27c93ca,2025-08-20,processing,2450.18,70 Loftsgordon Avenue,2026-04-17
233745b4-a329-48c3-9bfc-84a9e2c03c20,58b8b625-5675-49de-b1ae-34915e7b2865,2025-09-01,delivered,8557.60,3968 Pond Lane,2025-06-15
229a0c8e-4bd1-49fe-b3a2-a122ca9e46b2,14175cab-7828-458b-8d9a-09b472b48572,2024-08-02,shipped,9241.10,52020 Knutson Point,2026-01-15
aae3d002-db8c-4b14-96bf-39ad15a5d36a,dd5c9a49-badc-467b-86d5-091e500a30af,2025-02-25,canceled,9200.29,49 Leroy Point,2026-02-05
df7541fc-4a09-43f9-9ee8-4f0c16104aac,95117bb4-4995-4bd4-b6c8-327b4d57eeeb,2023-10-05,shipped,1619.81,7041 Rutledge Parkway,2025-08-17
21996166-9154-49bc-a199-4fd5327f55a7,10939bf8-88f1-49f6-8050-5deb8b39a8d6,2024-05-26,processing,8691.94,1059 Texas Point,2025-06-26
e7a39368-8155-44aa-bdaa-219c95514e32,6eeaf047-4f51-43ab-ab14-e03fb3739143,2023-11-18,delivered,2354.59,45 Lerdahl Avenue,2025-08-23
62306181-bf06-4281-a959-c4952edd17a8,cffb881e-2dfa-4a79-9e0a-22b73fe09fca,2023-03-10,delivered,7294.96,8888 Caliangt Center,2025-12-15
04bb3bca-d505-4afb-b6f7-963c769d9e79,e2cd47df-6dc4-4466-978e-57659e5be5a9,2024-01-12,pending,8430.81,93961 Cordelia Drive,2025-09-16
42027d73-2588-48ae-8ef0-0b6454c6c636,622c530f-2eb5-4fa8-a26d-d218a1db6309,2023-03-21,paid,6135.82,5822 Northwestern Hill,2025-06-26
8bcf2105-4405-404e-a94d-48ae995db167,95a11db1-9e23-4a36-954d-192f5ba800f7,2025-03-19,canceled,4391.36,70 Sunnyside Trail,2026-03-07
2877bc42-3e7b-4b19-b953-4b29344cfd5f,eae2751a-b873-4e36-abce-5fe5a70d9b97,2025-05-19,canceled,9639.49,2615 Waxwing Court,2025-05-30
b5a98ccd-e0bd-489a-b3f6-a27130872969,9c7a5422-d600-44e3-90b6-f248c976c51a,2024-08-09,shipped,5504.27,212 Nevada Center,2026-05-08
ecc74b69-0f5c-4614-8d35-386c2b13446c,39713c60-71e4-4acf-859a-5aab7035e4c2,2026-01-08,shipped,4216.21,00 Green Ridge Road,2025-07-25
b2c159d0-2355-47df-b7b1-b593eea2d90a,a0b255fb-9051-40e4-8896-1c3a751d5215,2025-08-25,paid,134.18,1 Gerald Road,2025-10-02
658580e4-6129-4a13-8a19-20b6521d9a98,ee2dbb78-0a68-421f-90dc-0eb0f2f4fd06,2023-08-13,pending,2884.78,169 Spenser Parkway,2025-10-13
ad6dc67c-6017-4145-9acd-e72bbe6dce81,fc9fda2a-2244-49f9-b56a-474c2ec1c021,2025-04-26,delivered,2379.83,35 Grayhawk Drive,2026-05-09
790e62ed-30d1-481a-82b1-b4b95ec89224,2e26d838-4664-4570-8ddc-d396c4cc1fe2,2024-01-23,paid,6715.75,7 Jay Junction,2025-12-01
ffbcdd5c-c158-4652-82e5-620121799add,f8dd465c-3486-4d51-bb7e-7ca13d5080ef,2025-06-18,paid,5121.52,650 Elka Hill,2025-06-02
048ac155-d22a-47e6-a25c-6dde8c2618f4,93894552-a056-444a-b97d-9adbe0d29783,2023-10-03,processing,7954.73,64 Cordelia Parkway,2025-08-07
ccf3e812-bbaf-48a5-9121-a1789639cdba,f8dd465c-3486-4d51-bb7e-7ca13d5080ef,2023-11-29,pending,9264.17,5855 Jay Crossing,2025-12-29
8f36a61e-4742-465b-8856-b8a1de7b668e,a4dc2aa2-49fe-4ea6-9ef4-5d0f7f4fbbb2,2023-10-19,refunded,406.00,8177 Elgar Pass,2025-08-29
b8dbc312-3caa-4b04-a963-fe4e9ec5651f,fee26b48-7022-41c2-90db-cddd7eb99e43,2023-07-15,refunded,4867.05,59 Emmet Park,2026-02-03
ee9540e0-6049-4b76-8f9f-e4e69ac69d12,42942837-d08a-4232-b001-011d4e994712,2025-08-02,paid,5214.98,83 Towne Point,2026-02-08
5eaa1a8b-3cc4-4d6a-9a76-961f3a6f81a8,a1e12483-cc20-427d-8fa3-ea28758f88af,2024-06-20,paid,5226.61,16 Alpine Alley,2026-04-25
3af4b64c-2478-4577-a98a-65b4a40755e3,43ef625f-9ef2-4db8-84f4-b43ec5cd8b81,2023-06-18,paid,5196.71,90597 Forest Dale Circle,2026-01-05
57f4c543-0f59-4fe6-a124-807e26b70429,9c1c44b2-49f2-47d6-9225-ecd4d8fd7523,2023-08-22,paid,8785.38,55941 Golf Course Park,2025-08-13
ea763ee6-0827-4fab-af57-2402420d28e9,42942837-d08a-4232-b001-011d4e994712,2025-08-17,delivered,6613.89,698 Knutson Junction,2026-02-20
2a032ca4-504c-481b-8871-b64ba5e08b22,1433d52f-c6f4-4e9e-8a63-0bc0cc1f1924,2024-05-18,canceled,3689.18,03 Erie Trail,2025-09-20
5ab33659-b630-4d93-a6a5-fe56336d549b,c7c50696-4c95-4323-bad1-ecd706bd6eaf,2024-10-29,refunded,8799.13,6 Basil Pass,2025-07-15
b4dfb747-746d-464f-b3fb-fd77a7d061a7,95a11db1-9e23-4a36-954d-192f5ba800f7,2025-04-12,delivered,4015.53,447 Prairieview Street,2026-02-07
9df1c8fe-6a40-451d-b132-51cf2ffd9b36,a900feaa-e364-4208-ae31-c4f9736e663e,2025-01-21,paid,9204.81,48 Judy Drive,2026-04-13
7ab3c639-8ce6-49a7-b5be-d13db7939b72,800fa54f-404b-47ca-9169-9d277596c6e7,2025-01-25,paid,8161.13,82 Spaight Pass,2025-12-20
4015a754-bd96-424a-bdd8-0cd4b5da92f5,b73eefb4-34b2-482c-aa74-0730c225a829,2023-08-14,pending,4865.62,43961 Jana Trail,2025-08-17
22cb288e-6e81-4878-b918-626342eba58a,4b308938-ebd8-49ac-89df-31da1e0c0891,2024-12-11,paid,221.05,1 Calypso Street,2025-08-12
c15b2778-5190-424b-818e-55613c05ddcb,5c7e2a4f-2a83-4c64-9e3b-d337852f8483,2024-06-18,canceled,965.83,252 Commercial Terrace,2025-06-04
9dbab93d-7807-441b-8500-2f0da29d6335,d5d8cda0-cb35-469b-b4a7-1d88a64b8b6c,2023-10-09,pending,9582.67,654 Messerschmidt Circle,2026-04-20
b0c8964e-340e-4f1b-96fa-7e6353e04108,27e29a9b-8f58-40cb-89ca-1509ff240eff,2024-02-06,refunded,3100.88,76 Lunder Hill,2025-11-16
6351c453-98f9-4793-ace0-c687241baf78,e79c7c08-5956-44d0-be20-bc14d6e97934,2023-11-21,processing,6188.84,87068 Dryden Parkway,2026-01-08
dd51b0a3-1903-4398-a5be-3216f9efdf0b,a6a8406a-daeb-4f8f-87ff-583e652d905d,2025-10-25,paid,9453.81,6312 Hauk Parkway,2025-10-17
d2fbede5-1180-4c8b-ace5-512c25de796e,d42b67c9-ed3e-49d7-a488-67697731b824,2026-01-03,shipped,8510.71,3 American Ash Road,2025-09-01
1183830d-1fbb-4b26-8cd5-f211205c3e39,6a344f04-73d5-4c31-b3f5-1140cf27766b,2026-04-06,canceled,4003.72,9453 Westerfield Alley,2025-06-08
9bc59337-7572-4bad-a23c-2e4383f328a8,49358105-a83c-4a70-8dab-3ee0e37dd17a,2025-05-19,refunded,8814.10,11 Leroy Point,2026-03-05
262bbfce-9d54-4685-918f-086e8d74d49b,c2463bf8-3089-4779-a1c2-f94f226a33ef,2025-07-14,paid,9308.95,0636 Ridgeview Road,2025-08-02
fc3ffc30-b7a5-4bc3-a42e-336e47fcff30,004ab54a-9610-4e8e-9663-6e47b7e54d16,2025-08-25,pending,2736.02,221 Ruskin Center,2025-12-29
4c5daf46-ac94-4227-bc98-9844bd09e9fe,398d3f5b-e564-44ad-b227-fcf9dc612050,2024-04-28,shipped,4513.28,883 Stang Lane,2025-09-01
20167e09-f80f-4609-8946-0d283173a222,b81f5037-bea6-4d1e-b323-708d92f563a8,2024-05-26,canceled,320.15,31495 Crest Line Road,2026-03-22
bd3ae956-160b-4de0-9cbf-db233fa787d2,ef396e65-4251-4b5b-8a89-07cc458b543e,2024-02-02,processing,7352.36,52409 Drewry Avenue,2025-11-01
3a1ec4fa-dce6-49e3-837d-f2afef3700f2,00562cd9-f279-438b-9bbf-3678af49bba7,2025-07-14,refunded,7476.46,30104 3rd Crossing,2026-01-06
8145a66e-d256-4066-ac68-1d547a0cd39a,5751edea-2841-48f0-a922-34349630a65e,2023-02-16,refunded,6491.47,01893 Carpenter Pass,2025-06-07
cf77d68c-da0a-4c85-b98e-4b878a90feb4,d544db52-8e89-4706-a8be-87f62ff09b1e,2024-06-30,canceled,8581.53,378 Logan Trail,2026-01-04
282b0bdf-4da2-4235-ac6d-d8ebee699d80,f6de1eab-5f82-464f-9110-ffd796f41e6b,2025-10-16,refunded,3443.18,6 Fair Oaks Hill,2026-03-04
d52d798e-4a77-4e15-8923-cc4360bee8c0,d5925bc3-b114-4781-a51d-57e6779eedb7,2024-07-22,processing,6067.44,60861 Arapahoe Road,2025-06-22
b881ebb6-c823-43a6-9e9c-36d8710e3608,297e9941-d50b-4ba4-992f-60de3fca3306,2025-09-01,refunded,4122.13,08 Harbort Plaza,2026-03-23
3592c311-a59a-4e7f-b9bd-89202ca0dc64,0e5f8395-b4f2-4d4a-b76b-ee5ada883e84,2024-08-22,delivered,2456.36,49265 Moland Crossing,2025-12-07
9b7cb0b7-1694-4698-830b-cddad35b800b,09832060-74bf-4f2c-9595-87b1c12a2552,2023-05-17,shipped,6079.54,1 Weeping Birch Alley,2025-08-01
3c1babf4-71a2-4526-9a30-ac31eb6cbd76,010a0a56-ee90-4754-9a00-bc14bb222e94,2023-04-12,refunded,6014.03,3 Norway Maple Avenue,2025-12-25
fd5605b5-736b-42ec-958d-163b7e90d51d,b6b3f1e1-8521-4733-b106-e351b4f40d95,2023-12-30,pending,5006.60,6 Cody Alley,2025-12-09
d78d1f65-b43d-4aaf-8361-4e6f518da4a3,f912c9a7-c5d1-407e-84ee-88fa7094e065,2026-01-02,shipped,3355.64,83765 4th Street,2026-05-13
bc0d5074-14d8-408a-a5a3-efff94a0693d,cefbbf8c-a3ad-4b03-b259-0b730f8fc15d,2026-05-07,delivered,7193.48,8 Miller Circle,2025-09-10
b391fe88-abc8-413f-b6be-b91af4d386f3,cffb881e-2dfa-4a79-9e0a-22b73fe09fca,2025-03-16,paid,966.37,79803 Gateway Street,2025-06-27
999d658e-88d9-4a3b-b593-9b80ba09a119,8e382762-3e3d-43b1-bd9c-0d96aa6e2492,2024-02-06,pending,8739.43,3 Anhalt Crossing,2026-05-25
b26c6575-9aaf-4083-aa0e-6158f207bf24,149aa5b8-2582-44ff-a068-213e88cd8639,2025-10-22,shipped,6422.13,1870 Pawling Drive,2025-10-04
e8a0b79a-e72d-438d-b8d7-8e910c7adc63,140174b8-ca33-43ed-897e-e0c547972ad5,2023-12-15,canceled,3510.55,50894 Mandrake Terrace,2025-12-22
92dc223c-a7db-447e-844c-64313b3d4e29,8e8b294e-f225-474e-b052-e8349c4f437a,2023-01-29,delivered,6049.09,3282 Oak Way,2026-01-27
ad01e20c-aab9-40cd-9663-5173033bdb99,4f9b89f7-7a64-4d06-970f-bc4f938cf50e,2024-02-17,refunded,4297.12,8645 Saint Paul Place,2026-02-05
775cdba9-07d6-457d-89a3-d0c5ce545bf9,1d9ed980-f054-48ce-9617-23b3ce7753a3,2024-06-21,canceled,4883.45,825 Jackson Hill,2025-08-03
e4ae2717-2d63-4920-bfbf-933a335adfef,3f03033f-9710-4365-82fe-4f4f564553ed,2026-03-15,paid,1582.58,778 Service Hill,2026-04-14
ae7a7b1e-2081-4983-a5bc-bce86b01e39a,1f255086-f5df-4afc-93ae-21489251a6ae,2024-11-07,delivered,817.77,260 Browning Drive,2026-04-16
d64befab-cc3d-40a3-97ed-24e53b9fd221,e1b7ed81-4217-4cd2-ad3c-6ac13c5d40a7,2025-12-02,paid,591.81,4 Cascade Place,2026-04-19
a2b28934-ef0e-430a-8330-8eff485aa3c1,128de427-a542-4782-872b-96745ec594a8,2024-06-22,paid,2962.97,23146 Northport Lane,2025-10-14
66fc91ec-36da-4472-b038-7dd97f2cfced,6ac02292-f459-4ac4-9bfa-375901f11576,2025-10-11,processing,3587.12,0 Anniversary Place,2026-01-16
8cee38e6-4a7f-4207-8b0d-27af9ef5f5b1,22878ada-3a9b-4ae8-a196-f4ae9654f7c1,2025-08-14,delivered,7004.32,0 Old Shore Street,2025-09-04
fbf0880d-2f75-4076-8d8a-8550db4c7700,c354566b-4539-44be-b802-a56ed9e4c5cd,2025-03-04,delivered,4021.03,24283 Mesta Pass,2025-12-31
6b1c3eb6-0382-499d-adae-ab649885d3bc,38b7aa9e-39a8-4517-9e6c-ed1e73ed8753,2023-07-07,pending,3828.60,37585 Mendota Plaza,2026-04-04
f6df42ea-f5a9-4757-8e50-deed92141cc5,c120dd84-c71f-4c3d-b478-030b7e2f7aac,2023-09-22,refunded,7230.07,284 Erie Drive,2026-04-06
526c6bdf-f0ba-4c0d-ae8b-df82731eaa7f,b6a1bb5b-744a-4227-ba37-fbc6e06b3535,2025-07-07,pending,960.41,2 Mifflin Point,2026-05-17
8c9d1e67-38a1-4f8d-a7c8-3c1e4c3a8b8b,131b1be1-9b2a-4a8f-90b5-8fee747fb85a,2024-06-26,delivered,3068.17,40205 Mockingbird Street,2025-09-18
e49e376f-97ab-4cd7-8369-9eee52f69836,2e26d838-4664-4570-8ddc-d396c4cc1fe2,2025-09-11,paid,3157.85,658 Vidon Parkway,2026-02-13
21b93c54-3a3c-4af6-ab29-960fa5547a82,f2e8ef9c-7129-4a32-bc3b-6ce0b1dab129,2025-06-16,paid,5055.05,66614 Bartillon Hill,2025-10-02
6d83e150-6201-474a-9438-b5e71410dcb4,64b527c6-c42a-4b02-940d-e2a98f02a5ce,2025-06-03,pending,9957.71,13253 Dixon Way,2026-01-02
4ed4b63f-1449-47ee-943d-e6e492e22ba4,f49ded1a-3f97-4912-a13c-edd505ff4bee,2025-08-26,canceled,3437.02,6 Westend Crossing,2026-01-25
b8de0a2c-a157-42b5-9b39-5fd0f94596ea,1a767052-2c0e-4ed2-bf82-c32752cb3bf8,2026-01-22,shipped,9634.06,8970 Meadow Vale Junction,2025-09-13
840060dc-3abd-4201-ab92-080ef2e68b2e,ee2dbb78-0a68-421f-90dc-0eb0f2f4fd06,2025-12-08,refunded,9900.01,09291 6th Court,2025-12-03
8ce5ece5-bd67-45ef-8a82-48d2bad4a58a,3a5d39c0-a6c5-4063-85ab-a8a79e1c3260,2024-06-20,processing,185.01,7 Division Avenue,2025-07-14
79b4f34e-5f21-4c75-b29d-c9e34396581a,539a46a7-6263-4edb-8df7-6aed11747181,2026-01-21,shipped,1639.78,40167 Meadow Vale Circle,2026-01-19
3100b962-c713-4af7-a551-7f6f125104f7,be98bebe-1cac-40c1-b7c6-4682404f20b0,2024-04-04,processing,1083.67,94195 Hooker Lane,2026-03-07
07d6f6c6-604c-42a7-a248-c5f133ba5544,680f075d-fabf-425b-b3f9-dc619af12e73,2023-12-31,pending,3768.85,8 Alpine Crossing,2025-10-21
42fc1218-6db1-468a-ad73-da63e2dba3c3,2365d183-0976-4cc5-8e49-d3786825a96e,2025-06-01,pending,2416.30,20 Sachs Point,2026-05-08
453f9486-d77e-44d8-b307-aa513fbb82b3,b91855e9-ebb2-4d6d-9d74-ce4f2887b96b,2025-03-25,delivered,8615.34,6 Algoma Hill,2025-12-08
84916b19-e61e-4c02-9e2c-f1dd51361cfe,b65d9463-d530-4264-9b13-6fc0bf2b0193,2023-04-21,refunded,7280.40,40 Scott Center,2025-11-15
2cfbf73d-d425-4b26-a03c-3c5f86b61030,bcf6e334-3836-4594-9a85-cc644b087753,2024-10-02,canceled,9663.34,12765 Farragut Point,2025-06-26
199dda32-5c55-4989-90c8-e568c17e90ca,58ca86b0-d4ad-4599-ad89-419831d92cda,2025-06-08,delivered,2096.12,791 Corscot Way,2025-07-01
cf0170c4-b338-49cc-a932-4f5f4993d932,d0524896-9dfb-49f6-aca3-ef375546b2d5,2025-01-02,delivered,566.42,283 Schiller Park,2026-04-04
4b542dfa-5f4d-478d-b161-3dbb8b9935a2,2908a371-9084-4d79-9c76-b5ec9b51bff5,2023-04-23,shipped,3058.47,6 Prairieview Trail,2025-10-08
9ed7d9da-c151-46e5-90c2-8a95aab2f3d7,9cb67a5f-9bd1-498b-987d-0171aa46118d,2025-11-21,pending,9753.14,8846 Lindbergh Trail,2026-03-16
a5b00c82-fe5d-4fa0-930b-7ee8542d3f9b,4234115a-8726-4768-be13-054e14002905,2025-05-25,refunded,8871.41,91 Jenna Lane,2026-05-16
19626af2-a8a6-49ce-a8c3-2ea10be67669,bd0ea93e-0239-429a-9447-a611590b2d2a,2025-11-27,shipped,9314.55,734 Center Avenue,2025-08-19
ee1f09fc-1c72-455d-895b-4b70a65b6686,7c97cc60-1fd5-419a-afea-7f0e55fd3d30,2023-05-18,paid,5576.28,01 Kinsman Parkway,2026-03-30
